subject_id,item_id,lexicality,frequency,priming,rt,correct,log_rt
subj_08,item_197,nonword,NA,NA,605.7262917082646,1,6.406428220190727
subj_08,item_198,nonword,NA,NA,608.7755556296142,1,6.411449654016036
subj_08,item_199,nonword,NA,NA,634.8030750450461,1,6.453314832756851
subj_08,item_200,nonword,NA,NA,588.870066943248,1,6.378205559898721
subj_08,item_201,nonword,NA,NA,580.4379515377564,1,6.363782907462499
subj_08,item_202,nonword,NA,NA,620.0013963231534,1,6.429721730170719
subj_08,item_203,nonword,NA,NA,549.0212641952919,1,6.308137173355603
subj_08,item_204,nonword,NA,NA,524.0650077444883,1,6.261615737207249
subj_08,item_205,nonword,NA,NA,555.3236023241019,1,6.319551011079405
subj_08,item_206,nonword,NA,NA,665.9636518257219,1,6.501235092212764
subj_08,item_207,nonword,NA,NA,430.54576921288066,1,6.065053634622823
subj_08,item_208,nonword,NA,NA,580.6531494196091,1,6.364153589632296
subj_08,item_210,nonword,NA,NA,572.5520125039203,1,6.3501035828368755
subj_08,item_211,nonword,NA,NA,532.3999083324665,1,6.277394914343005
subj_08,item_212,nonword,NA,NA,676.7332382967227,1,6.517277160247854
subj_08,item_213,nonword,NA,NA,600.7164177592905,1,6.39812297252856
subj_08,item_214,nonword,NA,NA,543.3836058744389,1,6.297815527001692
subj_08,item_215,nonword,NA,NA,456.05304908897796,1,6.122609138469354
subj_08,item_216,nonword,NA,NA,665.3692564414966,1,6.5003421593932895
subj_08,item_219,nonword,NA,NA,530.5077270217917,1,6.27383452349328
subj_08,item_220,nonword,NA,NA,673.1628110612513,1,6.511987218754585
subj_08,item_221,nonword,NA,NA,605.909709790738,1,6.406730981223987
subj_08,item_222,nonword,NA,NA,520.2829553831142,1,6.254372808549811
subj_08,item_224,nonword,NA,NA,614.4046759845386,1,6.42065379245642
subj_08,item_225,nonword,NA,NA,663.257985635887,1,6.497164033105015
subj_08,item_226,nonword,NA,NA,505.3176804252316,1,6.225187301642649
subj_08,item_228,nonword,NA,NA,679.1640099901748,1,6.520862644768349
subj_08,item_229,nonword,NA,NA,492.9119396338193,1,6.200330536655567
subj_08,item_230,nonword,NA,NA,672.6008988165278,1,6.511152135636718
subj_08,item_232,nonword,NA,NA,727.769582445378,1,6.589984490467599
subj_08,item_233,nonword,NA,NA,512.1506655395293,1,6.238618850382879
subj_08,item_234,nonword,NA,NA,715.338189414118,1,6.572755423056041
subj_08,item_235,nonword,NA,NA,645.9481880925223,1,6.470719296374932
subj_08,item_236,nonword,NA,NA,455.701185063479,1,6.121837298800752
subj_08,item_237,nonword,NA,NA,530.0088905072167,1,6.272893780947395
subj_08,item_239,nonword,NA,NA,614.7024919478363,1,6.4211383978299725
subj_09,item_000,word,high,related,302.91654719547233,1,5.7134573457767
subj_09,item_001,word,high,related,484.34413504624234,1,6.182795676882475
subj_09,item_002,word,high,related,601.8363076893506,1,6.399985494196178
subj_09,item_003,word,high,related,479.0028797151591,1,6.171706609324282
subj_09,item_004,word,high,related,505.89735831408734,1,6.226333799529142
subj_09,item_005,word,high,related,445.0265166932387,1,6.098133868465635
subj_09,item_006,word,high,related,404.40485832991413,1,6.00241650074852
subj_09,item_007,word,high,related,469.8120299400255,1,6.152332678410436
subj_09,item_008,word,high,related,666.9101939765767,1,6.502655395136337
subj_09,item_009,word,high,related,353.33684907400635,1,5.867421848597952
subj_09,item_010,word,high,related,342.09980029475025,1,5.835102508220601
subj_09,item_011,word,high,related,747.3639178579381,1,6.616552239003409
subj_09,item_012,word,high,related,380.5129691165301,1,5.941520261127004
subj_09,item_013,word,high,related,387.29915134728395,1,5.9591973953158375
subj_09,item_014,word,high,related,363.49056196923016,1,5.895753332315258
subj_09,item_015,word,high,related,515.216181463325,1,6.244586582416727
subj_09,item_016,word,high,related,395.49494096397297,1,5.980137995631518
subj_09,item_017,word,high,related,597.2745481341356,1,6.392376887302045
subj_09,item_018,word,high,related,475.8544291727152,1,6.165111986392898
subj_09,item_019,word,high,related,765.9133292461826,1,6.6410690161407695
subj_09,item_020,word,high,related,490.98347900989467,1,6.196410479590737
subj_09,item_022,word,high,related,428.8293046232757,1,6.061058948427226
subj_09,item_023,word,high,related,472.7641957217364,1,6.15859673505545
subj_09,item_024,word,high,related,419.3581101038372,1,6.038725232944942
subj_09,item_025,word,high,related,736.3485664593778,1,6.601703602350663
subj_09,item_026,word,high,related,410.1446322233202,1,6.01650985901293
subj_09,item_027,word,high,related,390.78657523389177,1,5.968161567567048
subj_09,item_028,word,high,related,554.8904101933803,1,6.318770635137791
subj_09,item_029,word,high,related,506.85329376734273,1,6.228221600312458
subj_09,item_030,word,high,related,414.7365349355017,1,6.02764346304746
subj_09,item_031,word,high,related,350.3245801242644,1,5.858860096523527
subj_09,item_032,word,high,related,328.7394261542096,1,5.795265419185232
subj_09,item_033,word,high,related,444.65501583474276,1,6.097298736193006
subj_09,item_034,word,high,related,540.9699175312394,1,6.293363671997749
subj_09,item_035,word,high,related,631.8730031225123,1,6.448688429528416
subj_09,item_036,word,high,related,392.2850133558068,1,5.971988650486829
subj_09,item_037,word,high,related,460.48275876149535,1,6.132275414737118
subj_09,item_038,word,high,related,442.6300753766576,1,6.09273437690495
subj_09,item_039,word,high,related,456.6266525502231,1,6.12386610416222
subj_09,item_040,word,high,unrelated,417.20914541057584,1,6.033587643812953
subj_09,item_041,word,high,unrelated,368.49759930237144,1,5.909434196824917
subj_09,item_042,word,high,unrelated,698.1259943960795,1,6.548399594203585
subj_09,item_043,word,high,unrelated,562.9802242951299,1,6.333244501936858
subj_09,item_044,word,high,unrelated,513.7651693761275,1,6.241766292140722
subj_09,item_045,word,high,unrelated,679.4601307298237,1,6.5212985574471585
subj_09,item_046,word,high,unrelated,548.0635769843716,1,6.306391296613473
subj_09,item_047,word,high,unrelated,435.1407742473405,1,6.075669597694767
subj_09,item_048,word,high,unrelated,442.62415387333556,1,6.09272099881959
subj_09,item_049,word,high,unrelated,453.449799994384,1,6.116884568818133
subj_09,item_050,word,high,unrelated,522.4530631516454,1,6.258535148515177
subj_09,item_051,word,high,unrelated,509.4940851080921,1,6.233418243386544
subj_09,item_052,word,high,unrelated,499.3219095781413,1,6.213250997132946
subj_09,item_053,word,high,unrelated,515.7026843239103,1,6.245530406247768
subj_09,item_054,word,high,unrelated,739.1029750802154,1,6.605437255057013
subj_09,item_055,word,high,unrelated,534.4244570202111,1,6.281190386557364
subj_09,item_056,word,high,unrelated,424.4377505839377,1,6.0507653532645005
subj_09,item_057,word,high,unrelated,597.1935277217485,1,6.392241227899925
subj_09,item_058,word,high,unrelated,436.1249033073704,1,6.077928677798391
subj_09,item_059,word,high,unrelated,377.3911278477303,1,5.933282124040551
subj_09,item_060,word,high,unrelated,400.31804079657513,1,5.9922593331732825
subj_09,item_061,word,high,unrelated,462.6250483855064,1,6.136916895295358
subj_09,item_062,word,high,unrelated,403.95933743754705,1,6.0013142229885466
subj_09,item_063,word,high,unrelated,452.28734231970776,1,6.114317690948956
subj_09,item_064,word,high,unrelated,435.6778386999812,1,6.076903068162092
subj_09,item_065,word,high,unrelated,481.20728443774783,1,6.176298122052752
subj_09,item_066,word,high,unrelated,385.0470899687566,1,5.953365638415489
subj_09,item_067,word,high,unrelated,412.5609360161388,1,6.0223839185401555
subj_09,item_068,word,high,unrelated,541.0738214732274,1,6.293555723277309
subj_09,item_069,word,high,unrelated,496.2894457815795,1,6.2071593165634855
subj_09,item_070,word,high,unrelated,484.1135969150754,1,6.18231958354786
subj_09,item_071,word,high,unrelated,515.6530689965784,1,6.245434192449164
subj_09,item_072,word,high,unrelated,515.2896627735182,1,6.244729194534317
subj_09,item_073,word,high,unrelated,587.6884579584625,1,6.376196974083335
subj_09,item_074,word,high,unrelated,584.5849374814438,1,6.370902086832797
subj_09,item_075,word,high,unrelated,524.6414877504744,1,6.2627151488472625
subj_09,item_076,word,high,unrelated,482.6514353646988,1,6.179294727214782
subj_09,item_077,word,high,unrelated,510.61126908717586,1,6.235608574848162
subj_09,item_078,word,high,unrelated,446.63539846289206,1,6.101742598385206
subj_09,item_079,word,high,unrelated,635.7257645642825,1,6.454767282559926
subj_09,item_080,word,low,related,485.35648942205825,1,6.184883650671628
subj_09,item_081,word,low,related,558.329305291151,1,6.324948941161124
subj_09,item_082,word,low,related,575.1653129554135,1,6.3546575002689405
subj_09,item_083,word,low,related,449.2169009662796,1,6.1075058467475065
subj_09,item_084,word,low,related,783.5665791146519,1,6.6638560347201095
subj_09,item_085,word,low,related,643.8052412436366,1,6.467396259936939
subj_09,item_086,word,low,related,454.8451470662938,1,6.1199570249054345
subj_09,item_089,word,low,related,493.09343198162503,1,6.200698673290681
subj_09,item_090,word,low,related,421.5243513810357,1,6.043877548919098
subj_09,item_091,word,low,related,616.8888611715699,1,6.424688879919608
subj_09,item_092,word,low,related,427.6526892360146,1,6.058311392411122
subj_09,item_093,word,low,related,580.8477700911177,1,6.364488708907814
subj_09,item_094,word,low,related,442.93318641943324,1,6.09341893794692
subj_09,item_095,word,low,related,587.9487336871765,1,6.376639756490724
subj_09,item_096,word,low,related,496.70638974850215,1,6.207999086432617
subj_09,item_098,word,low,related,504.5227426798808,1,6.2236129184205815
subj_09,item_099,word,low,related,468.90962109605255,1,6.150410044324052
subj_09,item_100,word,low,related,631.5037430396272,1,6.448103868993292
subj_09,item_101,word,low,related,557.2617803079308,1,6.3230351121195705
subj_09,item_102,word,low,related,683.966971005211,1,6.52790962845257
subj_09,item_103,word,low,related,444.89620552166895,1,6.097841008941436
subj_09,item_104,word,low,related,495.59127807484157,1,6.205751550881083
subj_09,item_105,word,low,related,507.95263586191777,1,6.230388206739402
subj_09,item_106,word,low,related,534.9269843884226,1,6.282130259803417
subj_09,item_107,word,low,related,393.33055676227474,1,5.974650369687723
subj_09,item_109,word,low,related,535.7225322048563,1,6.28361636323973
subj_09,item_111,word,low,related,442.433209223137,1,6.092289513446725
subj_09,item_112,word,low,related,671.0379755810776,1,6.508825730871077
subj_09,item_113,word,low,related,604.1925283391304,1,6.403892902671426
subj_09,item_115,word,low,related,473.16633964189623,1,6.159446996103916
subj_09,item_117,word,low,related,457.7457443906894,1,6.126313886713348
subj_09,item_118,word,low,related,618.1029996621875,1,6.42665510969048
subj_09,item_119,word,low,related,495.93949707714756,1,6.206453937585255
subj_09,item_120,word,low,unrelated,433.577488973296,1,6.072070532203223
subj_09,item_122,word,low,unrelated,575.3918681861005,1,6.355051318563813
subj_09,item_123,word,low,unrelated,489.4785439300261,1,6.193340628384813
subj_09,item_124,word,low,unrelated,680.6786766984848,1,6.523090354413793
subj_09,item_125,word,low,unrelated,481.66245046494953,1,6.1772435584801455
subj_09,item_127,word,low,unrelated,435.5453038372647,1,6.0765988180629655
subj_09,item_128,word,low,unrelated,790.5518984177934,1,6.672731307141916
subj_09,item_129,word,low,unrelated,541.4414742388292,1,6.294234979785173
subj_09,item_130,word,low,unrelated,465.85907878263,1,6.143883182345859
subj_09,item_131,word,low,unrelated,393.47266080779406,1,5.975011588462357
subj_09,item_132,word,low,unrelated,703.4258526903445,1,6.55596247326033
subj_09,item_134,word,low,unrelated,481.1702469820108,1,6.176221151311965
subj_09,item_135,word,low,unrelated,611.6443322954508,1,6.416150957195519
subj_09,item_136,word,low,unrelated,739.6594580666354,1,6.606189888475627
subj_09,item_137,word,low,unrelated,589.9125524685924,1,6.379974309759737
subj_09,item_138,word,low,unrelated,459.5625956907751,1,6.13027515817788
subj_09,item_139,word,low,unrelated,565.7706023164872,1,6.338188699787831
subj_09,item_140,word,low,unrelated,604.0003604930844,1,6.403574794777492
subj_09,item_141,word,low,unrelated,514.6539537256012,1,6.243494740301169
subj_09,item_142,word,low,unrelated,580.2072326709895,1,6.363385337433441
subj_09,item_143,word,low,unrelated,604.7783415090771,1,6.404862013227198
subj_09,item_144,word,low,unrelated,574.3358397469658,1,6.353214311890285
subj_09,item_145,word,low,unrelated,673.7785643119369,1,6.512901517334817
subj_09,item_146,word,low,unrelated,593.035850673576,1,6.38525485361816
subj_09,item_147,word,low,unrelated,640.30050563211,1,6.4619376062044545
subj_09,item_148,word,low,unrelated,555.149198813823,1,6.3192369043105865
subj_09,item_149,word,low,unrelated,558.2458640593394,1,6.324799481932122
subj_09,item_150,word,low,unrelated,787.4277631849377,1,6.668771637203432
subj_09,item_151,word,low,unrelated,627.6139392959245,1,6.44192523109012
subj_09,item_152,word,low,unrelated,567.1158278855202,1,6.340563564850073
subj_09,item_153,word,low,unrelated,506.12281148238986,1,6.226779350277558
subj_09,item_154,word,low,unrelated,493.63667300983934,1,6.2017997668528455
subj_09,item_155,word,low,unrelated,660.9861137294133,1,6.4937328316573595
subj_09,item_156,word,low,unrelated,526.5629541360088,1,6.266370895434551
subj_09,item_157,word,low,unrelated,510.25367839012256,1,6.2349080106598
subj_09,item_158,word,low,unrelated,537.5314160789192,1,6.2869872068126895
subj_09,item_159,word,low,unrelated,730.7807818413419,1,6.594113526732428
subj_09,item_161,nonword,NA,NA,423.38592340910816,1,6.048284111594255
subj_09,item_162,nonword,NA,NA,563.7834985220218,1,6.3346703099331725
subj_09,item_163,nonword,NA,NA,602.9655048833142,1,6.401859989258886
subj_09,item_164,nonword,NA,NA,486.9127062284382,1,6.188084859024862
subj_09,item_165,nonword,NA,NA,495.1052387918075,1,6.204770343591557
subj_09,item_166,nonword,NA,NA,578.9302434366524,1,6.361181992658075
subj_09,item_167,nonword,NA,NA,540.09788261131,1,6.291750387226988
subj_09,item_169,nonword,NA,NA,598.4863981801277,1,6.394403798223699
subj_09,item_170,nonword,NA,NA,552.4691034627753,1,6.314397510493908
subj_09,item_171,nonword,NA,NA,565.8282907941897,1,6.338290659021096
subj_09,item_172,nonword,NA,NA,587.3586259795543,1,6.375635580430129
subj_09,item_173,nonword,NA,NA,562.6485904268692,1,6.332655259953143
subj_09,item_174,nonword,NA,NA,574.638444930892,1,6.3537410516005774
subj_09,item_175,nonword,NA,NA,831.5624534892052,1,6.723306405240198
subj_09,item_176,nonword,NA,NA,702.779093314003,1,6.555042608167003
subj_09,item_177,nonword,NA,NA,688.5719464701474,1,6.534619810124119
subj_09,item_178,nonword,NA,NA,605.3815291187184,1,6.405858885911928
subj_09,item_180,nonword,NA,NA,642.9202108115783,1,6.466020627597947
subj_09,item_181,nonword,NA,NA,512.5231012579065,1,6.239345785621872
subj_09,item_182,nonword,NA,NA,462.28982807598175,1,6.136192027888132
subj_09,item_183,nonword,NA,NA,543.977668492498,1,6.298908195448084
subj_09,item_184,nonword,NA,NA,467.56607182510936,1,6.147540668849769
subj_09,item_185,nonword,NA,NA,671.7435547276547,1,6.509876652701011
subj_09,item_186,nonword,NA,NA,587.418500929313,1,6.375737514573106
subj_09,item_187,nonword,NA,NA,567.6016062893939,1,6.341419775249103
subj_09,item_188,nonword,NA,NA,464.5501616556985,1,6.1410695430706825
subj_09,item_190,nonword,NA,NA,501.80209773636346,1,6.2182058143467875
subj_09,item_191,nonword,NA,NA,695.0379393413247,1,6.543966433055191
subj_09,item_192,nonword,NA,NA,516.7698994254506,1,6.247597706626336
subj_09,item_193,nonword,NA,NA,801.0209074871448,1,6.685887048459481
subj_09,item_194,nonword,NA,NA,488.8267043484599,1,6.1920080388292025
subj_09,item_195,nonword,NA,NA,703.4701149606483,1,6.556025395141316
subj_09,item_196,nonword,NA,NA,568.7468890459113,1,6.343435500440814
subj_09,item_198,nonword,NA,NA,821.7176436953027,1,6.711396836892699
subj_09,item_199,nonword,NA,NA,600.0748010670336,1,6.397054315890737
subj_09,item_200,nonword,NA,NA,507.341725340166,1,6.229184791023086
subj_09,item_201,nonword,NA,NA,548.1170627523277,1,6.306488882296087
subj_09,item_202,nonword,NA,NA,598.9442559330214,1,6.39516853190349
subj_09,item_203,nonword,NA,NA,782.8043851250737,1,6.662882837352263
subj_09,item_204,nonword,NA,NA,601.0807819157611,1,6.398729338008082
subj_09,item_205,nonword,NA,NA,729.5481833812482,1,6.592425415653128
subj_09,item_206,nonword,NA,NA,678.7850901219055,1,6.5203045680656615
subj_09,item_207,nonword,NA,NA,746.568965046222,1,6.615487997234793
subj_09,item_208,nonword,NA,NA,772.9645287993048,1,6.650233159823429
subj_09,item_209,nonword,NA,NA,607.7458453010319,1,6.409756776975469
subj_09,item_210,nonword,NA,NA,505.15094328832197,1,6.224857282215009
subj_09,item_211,nonword,NA,NA,564.2131728479242,1,6.335432146129307
subj_09,item_212,nonword,NA,NA,697.9613323317606,1,6.5481637034223565
subj_09,item_213,nonword,NA,NA,519.2684423807247,1,6.252420979469212
subj_09,item_214,nonword,NA,NA,617.7631510710611,1,6.426105133304298
subj_09,item_215,nonword,NA,NA,574.4837599219263,1,6.353471828694177
subj_09,item_217,nonword,NA,NA,522.3536621868706,1,6.25834487224175
subj_09,item_218,nonword,NA,NA,572.9008179810129,1,6.350712609203725
subj_09,item_219,nonword,NA,NA,478.5666405878729,1,6.170795470971993
subj_09,item_220,nonword,NA,NA,644.1446581163347,1,6.467923325284316
subj_09,item_221,nonword,NA,NA,596.950702948702,1,6.39183453535784
subj_09,item_222,nonword,NA,NA,510.43292087296777,1,6.235259230093497
subj_09,item_223,nonword,NA,NA,520.8820341189675,1,6.255523594079497
subj_09,item_224,nonword,NA,NA,750.0770933062652,1,6.620175992322736
subj_09,item_225,nonword,NA,NA,515.4826679023939,1,6.245103680975964
subj_09,item_226,nonword,NA,NA,481.61416125147434,1,6.1771432981542365
subj_09,item_227,nonword,NA,NA,514.7485715123532,1,6.243678570794486
subj_09,item_228,nonword,NA,NA,491.46672252195725,1,6.197394231337709
subj_09,item_230,nonword,NA,NA,491.06419652995316,1,6.196574865744792
subj_09,item_231,nonword,NA,NA,530.7331402514408,1,6.274259334184218
subj_09,item_232,nonword,NA,NA,573.1939844749044,1,6.351224201263401
subj_09,item_233,nonword,NA,NA,499.5293929224684,1,6.2136664410469535
subj_09,item_234,nonword,NA,NA,533.2070552204463,1,6.278909820063312
subj_09,item_235,nonword,NA,NA,553.9968470022083,1,6.317158995399334
subj_09,item_237,nonword,NA,NA,556.5657373948416,1,6.321785290234887
subj_09,item_238,nonword,NA,NA,487.47203884847244,1,6.18923293258471
subj_09,item_239,nonword,NA,NA,503.2942484201594,1,6.221174985980398
subj_10,item_000,word,high,related,482.7761451669271,1,6.179553078654988
subj_10,item_001,word,high,related,586.5829014067357,1,6.374314007476747
subj_10,item_002,word,high,related,530.8025438317758,1,6.2743900948952795
subj_10,item_003,word,high,related,590.521789036302,1,6.381006534256065
subj_10,item_004,word,high,related,547.5984749954973,1,6.305542308522719
subj_10,item_005,word,high,related,517.4000605964886,1,6.248816386869217
subj_10,item_006,word,high,related,506.27592552617307,1,6.227081828025412
subj_10,item_007,word,high,related,469.21079746861574,1,6.151052129022243
subj_10,item_009,word,high,related,460.8046817694948,1,6.132974269420117
subj_10,item_010,word,high,related,499.51346155816896,1,6.213634547791866
subj_10,item_011,word,high,related,429.21468989980633,1,6.061957236405243
subj_10,item_012,word,high,related,606.9792641150489,1,6.408494629215773
subj_10,item_013,word,high,related,860.5632929220224,1,6.757587166603859
subj_10,item_015,word,high,related,541.0170430446141,1,6.293450781205387
subj_10,item_016,word,high,related,489.4789784303639,1,6.193341516064468
subj_10,item_017,word,high,related,578.6502308151121,1,6.360698203179537
subj_10,item_018,word,high,related,493.12467484786,1,6.200762032229295
subj_10,item_019,word,high,related,516.8237555416105,1,6.247701918017244
subj_10,item_020,word,high,related,697.0942896269655,1,6.546920680846358
subj_10,item_021,word,high,related,420.6643036129025,1,6.041835137015296
subj_10,item_022,word,high,related,549.1602711333269,1,6.308390331753018
subj_10,item_023,word,high,related,588.6532911191704,1,6.377837370469539
subj_10,item_024,word,high,related,578.6039795583447,1,6.360618270427723
subj_10,item_025,word,high,related,518.5441730062346,1,6.2510252178811685
subj_10,item_026,word,high,related,391.80296709005654,1,5.970759078452813
subj_10,item_027,word,high,related,650.5452599505203,1,6.477810872704387
subj_10,item_028,word,high,related,883.7752933426896,1,6.784202837273858
subj_10,item_029,word,high,related,613.8531590399782,1,6.419755744887091
subj_10,item_030,word,high,related,543.0591478904646,1,6.297218241976787
subj_10,item_031,word,high,related,429.9476974026392,1,6.063663567342249
subj_10,item_032,word,high,related,480.0928763973765,1,6.173979577679213
subj_10,item_033,word,high,related,542.8260105094798,1,6.296788845953159
subj_10,item_034,word,high,related,562.1747225914868,1,6.331812695866977
subj_10,item_035,word,high,related,444.2894770819959,1,6.096476325398491
subj_10,item_036,word,high,related,567.777707857573,1,6.341729982714392
subj_10,item_037,word,high,related,595.1658708172783,1,6.388840141178065
subj_10,item_039,word,high,related,498.40490701952604,1,6.211412812969572
subj_10,item_040,word,high,unrelated,547.8176110540704,1,6.305942405005302
subj_10,item_041,word,high,unrelated,593.024872065389,1,6.385236340892838
subj_10,item_042,word,high,unrelated,458.8109690437786,1,6.128638293085765
subj_10,item_043,word,high,unrelated,633.1712315148623,1,6.450740893485878
subj_10,item_045,word,high,unrelated,580.2991598279092,1,6.363543763371818
subj_10,item_046,word,high,unrelated,476.6798555903451,1,6.166845103273715
subj_10,item_047,word,high,unrelated,689.8984923945909,1,6.536544474297597
subj_10,item_048,word,high,unrelated,466.44995314741936,1,6.145150732961943
subj_10,item_049,word,high,unrelated,587.2930139480441,1,6.37552386725603
subj_10,item_050,word,high,unrelated,521.5883781717871,1,6.256878729251844
subj_10,item_051,word,high,unrelated,601.1214077501144,1,6.3987969237016005
subj_10,item_052,word,high,unrelated,509.33184035540035,1,6.233099749814663
subj_10,item_053,word,high,unrelated,481.1814666506937,1,6.1762444685015625
subj_10,item_054,word,high,unrelated,500.8556945128321,1,6.216318024690318
subj_10,item_055,word,high,unrelated,576.472474181536,1,6.356927592136495
subj_10,item_056,word,high,unrelated,502.26837339365017,1,6.219134585193479
subj_10,item_057,word,high,unrelated,652.2527818953093,1,6.480432189082958
subj_10,item_058,word,high,unrelated,563.4009744290256,1,6.333991584991763
subj_10,item_059,word,high,unrelated,418.1818173810064,1,6.035916307763831
subj_10,item_061,word,high,unrelated,616.3142858971689,1,6.42375703780204
subj_10,item_062,word,high,unrelated,639.00779398564,1,6.459916651463776
subj_10,item_063,word,high,unrelated,536.3979359346725,1,6.284876303403611
subj_10,item_064,word,high,unrelated,624.9687154165376,1,6.437701593150051
subj_10,item_065,word,high,unrelated,727.8437660648651,1,6.59008641811154
subj_10,item_066,word,high,unrelated,559.8534908860548,1,6.327675126082059
subj_10,item_067,word,high,unrelated,671.8614472677324,1,6.510052139604088
subj_10,item_068,word,high,unrelated,541.5887006774741,1,6.294506858524957
subj_10,item_069,word,high,unrelated,618.0786566865768,1,6.4266157255506355
subj_10,item_071,word,high,unrelated,581.6470297309452,1,6.365863785623665
subj_10,item_072,word,high,unrelated,568.5629060646266,1,6.343111959777258
subj_10,item_073,word,high,unrelated,617.7600860478404,1,6.426100171805998
subj_10,item_074,word,high,unrelated,465.5961028748923,1,6.143318526268136
subj_10,item_075,word,high,unrelated,593.0051879335272,1,6.385203147582605
subj_10,item_076,word,high,unrelated,604.6000255609936,1,6.404567124622885
subj_10,item_077,word,high,unrelated,599.815988033597,1,6.396622921567519
subj_10,item_078,word,high,unrelated,681.9837178814151,1,6.525005783484301
subj_10,item_079,word,high,unrelated,594.5082398682091,1,6.387734576199981
subj_10,item_080,word,low,related,485.30941648051765,1,6.1847866596445575
subj_10,item_081,word,low,related,721.7127606092521,1,6.581627221242758
subj_10,item_082,word,low,related,677.6047262515646,1,6.518564118301071
subj_10,item_083,word,low,related,740.7757858252621,1,6.607697996276779
subj_10,item_084,word,low,related,635.5723072374307,1,6.454525864231682
subj_10,item_085,word,low,related,495.15049748848367,1,6.204861751689585
subj_10,item_087,word,low,related,774.6511384786844,1,6.652412784109696
subj_10,item_088,word,low,related,659.4902332906845,1,6.491467162784154
subj_10,item_089,word,low,related,686.8985143739516,1,6.532186558419348
subj_10,item_090,word,low,related,634.1309143950302,1,6.452255422703253
subj_10,item_091,word,low,related,621.4087264234593,1,6.431989040026514
subj_10,item_092,word,low,related,643.4585852155561,1,6.466857666325691
subj_10,item_093,word,low,related,779.9846594039204,1,6.65927425205936
subj_10,item_094,word,low,related,607.5066372201267,1,6.40936310062025
subj_10,item_095,word,low,related,450.33749089301466,1,6.109997281432333
subj_10,item_096,word,low,related,888.3129136172964,1,6.7893240611205075
subj_10,item_097,word,low,related,699.7463009833675,1,6.550717842184189
subj_10,item_098,word,low,related,710.7872919178808,1,6.566373217558322
subj_10,item_099,word,low,related,650.6163653671665,1,6.4779201679915115
subj_10,item_100,word,low,related,707.998786131918,1,6.562442379189309
subj_10,item_102,word,low,related,669.9291744301055,1,6.507171996991524
subj_10,item_103,word,low,related,635.6310659990096,1,6.45461831011856
subj_10,item_104,word,low,related,537.3300099052977,1,6.286612449339568
subj_10,item_105,word,low,related,742.2752427746705,1,6.609720121519175
subj_10,item_106,word,low,related,557.9260024668222,1,6.3242263415209266
subj_10,item_108,word,low,related,712.6826990985144,1,6.56903629906026
subj_10,item_109,word,low,related,653.1735712556315,1,6.48184289986079
subj_10,item_110,word,low,related,734.5632844952263,1,6.599276151868646
subj_10,item_111,word,low,related,636.7188716777044,1,6.456328226410498
subj_10,item_113,word,low,related,602.5587954356292,1,6.401185246388904
subj_10,item_114,word,low,related,516.5857351073869,1,6.247241267247948
subj_10,item_115,word,low,related,545.8278343823935,1,6.302303604376615
subj_10,item_116,word,low,related,524.3495985211779,1,6.262158634610583
subj_10,item_117,word,low,related,568.1489695630818,1,6.342383654691832
subj_10,item_118,word,low,related,724.1893867764512,1,6.585052942123976
subj_10,item_119,word,low,related,662.8661854235388,1,6.496573137874692
subj_10,item_120,word,low,unrelated,743.1163358362696,1,6.610852608283749
subj_10,item_121,word,low,unrelated,610.6040385935215,1,6.414448694418311
subj_10,item_122,word,low,unrelated,860.8132606050308,1,6.757877594266827
subj_10,item_123,word,low,unrelated,785.0555140813738,1,6.665754433856966
subj_10,item_124,word,low,unrelated,663.8148661220887,1,6.498003294518812
subj_10,item_126,word,low,unrelated,718.7333954310603,1,6.577490489835745
subj_10,item_127,word,low,unrelated,733.7140024290532,1,6.598119310216935
subj_10,item_128,word,low,unrelated,610.101184705288,1,6.413624819977406
subj_10,item_129,word,low,unrelated,890.8857314719896,1,6.79221617174021
subj_10,item_130,word,low,unrelated,565.2741638289469,1,6.337310859167761
subj_10,item_132,word,low,unrelated,645.8985419370256,1,6.470642435623007
subj_10,item_133,word,low,unrelated,741.7017589297366,1,6.608947220223773
subj_10,item_134,word,low,unrelated,606.5956654340354,1,6.4078624495547585
subj_10,item_137,word,low,unrelated,850.3745819230437,1,6.745676937026761
subj_10,item_138,word,low,unrelated,618.5879276515172,1,6.427439344463249
subj_10,item_139,word,low,unrelated,844.8973743836101,1,6.739215169547875
subj_10,item_140,word,low,unrelated,660.7257519207104,1,6.493338854999001
subj_10,item_141,word,low,unrelated,663.6770170517341,1,6.497795611032989
subj_10,item_142,word,low,unrelated,666.9297838391512,1,6.502684768768709
subj_10,item_143,word,low,unrelated,649.940831742997,1,6.476881330658678
subj_10,item_144,word,low,unrelated,568.0790929038386,1,6.342260657097177
subj_10,item_145,word,low,unrelated,605.2321859889024,1,6.405612162900765
subj_10,item_146,word,low,unrelated,566.0196645011515,1,6.338628820534558
subj_10,item_147,word,low,unrelated,676.6133092539424,1,6.5170999269393395
subj_10,item_148,word,low,unrelated,644.2547686553455,1,6.468094251376009
subj_10,item_149,word,low,unrelated,678.9794752944262,1,6.520590899258565
subj_10,item_150,word,low,unrelated,672.9538591613903,1,6.511676767355889
subj_10,item_151,word,low,unrelated,709.2426435120179,1,6.564197701427933
subj_10,item_152,word,low,unrelated,629.6043155690678,1,6.445091551541372
